Pais;Categoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Colombia;NARTD;Absolute Transactions;Discounters;MAT Q4.24;131065200;
Guatemala;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;1027567;
Costa Rica;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;436006.3;
Honduras;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;617071.4;
Republica Dominicana;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;1108939;
Peru;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;5574771;
Ecuador;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;9814707;
Colombia;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;6149473;
Guatemala;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;384752.6;
Costa Rica;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;311799.9;
Honduras;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;474744.2;
Republica Dominicana;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;1279854;
Peru;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;5977632;
Ecuador;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;7246615;
Colombia;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;5141657;
Guatemala;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;125336700;
Costa Rica;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;25395230;
Honduras;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;102504300;
Republica Dominicana;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;49267580;
Peru;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;333743400;
Ecuador;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;136483700;
Colombia;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;213528600;
Guatemala;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;131551500;
Costa Rica;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;29265700;
Honduras;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;85039470;
Republica Dominicana;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;76161610;
Peru;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;350534100;
Ecuador;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;150471400;
Colombia;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;204332000;
Guatemala;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;5094445;
Costa Rica;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;22491280;
Honduras;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;12151310;
Republica Dominicana;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;5707395;
Peru;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;8088090;
Ecuador;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;6379599;
Colombia;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;60899590;
Guatemala;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;4139852;
Costa Rica;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;22783600;
Honduras;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;10975540;
Republica Dominicana;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;6934525;
Peru;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;9223872;
Ecuador;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;4846451;
Colombia;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;63169740;
Guatemala;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;118223700;
Costa Rica;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;2421896;
Honduras;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;88781330;
Republica Dominicana;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;43560185;
Peru;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;296730000;
Ecuador;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;124545100;
Colombia;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;146156500;
Guatemala;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;126081800;
Costa Rica;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;5703882;
Honduras;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;73513160;
Republica Dominicana;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;69227085;
Peru;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;312967300;
Ecuador;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;141245800;
Colombia;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;134753000;
Guatemala;NARTD;Absolute Transactions;Bakery;MAT Q4.25;42837.3;
Costa Rica;NARTD;Absolute Transactions;Bakery;MAT Q4.25;435384;
Honduras;NARTD;Absolute Transactions;Bakery;MAT Q4.25;11226;
Republica Dominicana;NARTD;Absolute Transactions;Bakery;MAT Q4.25;197878;
Peru;NARTD;Absolute Transactions;Bakery;MAT Q4.25;616922;
Ecuador;NARTD;Absolute Transactions;Bakery;MAT Q4.25;1170175;
Colombia;NARTD;Absolute Transactions;Bakery;MAT Q4.25;4263443;
Guatemala;NARTD;Absolute Transactions;Bakery;MAT Q4.24;16132;
Costa Rica;NARTD;Absolute Transactions;Bakery;MAT Q4.24;757802.6;
Honduras;NARTD;Absolute Transactions;Bakery;MAT Q4.24;11647.6;
Republica Dominicana;NARTD;Absolute Transactions;Bakery;MAT Q4.24;388267;
Peru;NARTD;Absolute Transactions;Bakery;MAT Q4.24;566587;
Ecuador;NARTD;Absolute Transactions;Bakery;MAT Q4.24;1326520;
Colombia;NARTD;Absolute Transactions;Bakery;MAT Q4.24;6335076;
Guatemala;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;22052;
Costa Rica;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;12198.7;
Honduras;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;11779.3;
Republica Dominicana;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;27720;
Peru;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;1270565;
Ecuador;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;27795;
Colombia;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;47867;
Guatemala;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;20619.6;
Costa Rica;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;7349.1;
Honduras;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;28991.6;
Republica Dominicana;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;25542;
Peru;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;1330158;
Ecuador;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;10444;
Colombia;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;80180;
Guatemala;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;53416410;
Costa Rica;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;77056;
Honduras;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;32459920;
Republica Dominicana;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;1539178;
Peru;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;5285111;
Ecuador;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;37257500;
Colombia;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;1413229;
Guatemala;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;54264100;
Costa Rica;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;8281.6;
Honduras;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;32850950;
Republica Dominicana;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;418432;
Peru;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;5027535;
Ecuador;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;50448130;
Colombia;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;1105094;
Guatemala;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;603270.1;
Costa Rica;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;329636.8;
Honduras;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;429640.5;
Republica Dominicana;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;381951;
Peru;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;350252;
Ecuador;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;1585028;
Colombia;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;3695708;
Guatemala;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;456042.9;
Costa Rica;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;237869.8;
Honduras;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;202279.5;
Republica Dominicana;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;219224;
Peru;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;326284;
Ecuador;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;2709506;
Colombia;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;2754573;
Guatemala;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.2841176555482311;
Costa Rica;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.18146948110574815;
Honduras;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.45178417899070655;
Republica Dominicana;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.2240320605037316;
Peru;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.20944022923917424;
Ecuador;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.24441720524165467;
Colombia;NARTD;Absolute Transactions;Total Market;MAT Q4.25;0.1396237487868279;
Guatemala;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.285325519274774;
Costa Rica;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.19681063436310947;
Honduras;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.4358499933834745;
Republica Dominicana;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.2539220345718849;
Peru;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.19800513511377568;
Ecuador;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.26497138788921154;
Colombia;NARTD;Absolute Transactions;Total Market;MAT Q4.24;0.1325451898020231;
Guatemala;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.2221563003858432;
Costa Rica;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.17760925301760147;
Honduras;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.31332372094561056;
Republica Dominicana;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.19597686229872663;
Peru;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.20050588390235588;
Ecuador;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.177697013775242;
Colombia;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;0.15653947877642396;
Guatemala;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.19376093769077368;
Costa Rica;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.20314232650004335;
Honduras;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.3098855349538561;
Republica Dominicana;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.18471724565227357;
Peru;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.2148126143171178;
Ecuador;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.17284792005202937;
Colombia;NARTD;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;0.1665503237000974;
Guatemala;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.15874801254537854;
Costa Rica;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.15897540708110675;
Honduras;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.35507224366282;
Republica Dominicana;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.18192541741952248;
Peru;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.18301186004401698;
Ecuador;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.21702739184387856;
Colombia;NARTD;Absolute Transactions;Hypermarket;MAT Q4.25;0.1385729990223798;
Guatemala;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.20983859573168478;
Costa Rica;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.19474723439426725;
Honduras;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.2752746892660439;
Republica Dominicana;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.19192387575771816;
Peru;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.18925107712290443;
Ecuador;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.22772197607659062;
Colombia;NARTD;Absolute Transactions;Hypermarket;MAT Q4.24;0.15527743603753788;
Guatemala;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.20477052254822328;
Costa Rica;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.18451165723174043;
Honduras;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.3106786588067702;
Republica Dominicana;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.20218233184864023;
Peru;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.1953524783336626;
Ecuador;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.18133474870672747;
Colombia;NARTD;Absolute Transactions;Supermarket;MAT Q4.25;0.12782132186564177;
Guatemala;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.20175398423402874;
Costa Rica;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.2100802662690165;
Honduras;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.3097720096698031;
Republica Dominicana;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.18361093238129217;
Peru;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.1980572574096376;
Ecuador;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.19448927352050097;
Colombia;NARTD;Absolute Transactions;Supermarket;MAT Q4.24;0.13854936298697845;
Guatemala;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.3482073839287158;
Costa Rica;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.24636019815760055;
Honduras;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.5536461759630235;
Republica Dominicana;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.19832370311685846;
Peru;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.4406169950518926;
Ecuador;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.266946509230466;
Colombia;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;0.32887123840614624;
Guatemala;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.4002162331855629;
Costa Rica;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.3786734015070538;
Honduras;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.555847866445759;
Republica Dominicana;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.18261636531291345;
Peru;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.4848678264435379;
Ecuador;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.31848850506652043;
Colombia;NARTD;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;0.35694973407939584;
Guatemala;NARTD;Absolute Transactions;Discounters;MAT Q4.25;0.20825927994077412;
Costa Rica;NARTD;Absolute Transactions;Discounters;MAT Q4.25;0.1771658825014586;
Honduras;NARTD;Absolute Transactions;Discounters;MAT Q4.25;0.27687020324108325;
Peru;NARTD;Absolute Transactions;Discounters;MAT Q4.25;0.19198884233948885;
Ecuador;NARTD;Absolute Transactions;Discounters;MAT Q4.25;0.13645417084181527;
Colombia;NARTD;Absolute Transactions;Discounters;MAT Q4.25;0.169175733550238;
Guatemala;NARTD;Absolute Transactions;Discounters;MAT Q4.24;0.16977976103435427;
Costa Rica;NARTD;Absolute Transactions;Discounters;MAT Q4.24;0.19930915708948596;
Honduras;NARTD;Absolute Transactions;Discounters;MAT Q4.24;0.2963152461738701;
Peru;NARTD;Absolute Transactions;Discounters;MAT Q4.24;0.212490972002223;
Ecuador;NARTD;Absolute Transactions;Discounters;MAT Q4.24;0.1412649427072281;
Colombia;NARTD;Absolute Transactions;Discounters;MAT Q4.24;0.17625266415920687;
Guatemala;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.3849274847649829;
Costa Rica;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.10178594398445592;
Honduras;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.46268706853049746;
Republica Dominicana;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.24677330055303404;
Peru;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.17098326932826732;
Ecuador;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.16993865922965884;
Colombia;NARTD;Absolute Transactions;Wholesalers;MAT Q4.25;0.12583627931418057;
Guatemala;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.23146967662445794;
Costa Rica;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.11186999109847541;
Honduras;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.4418456950813295;
Republica Dominicana;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.291281651190943;
Peru;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.18657378810866893;
Ecuador;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.12480018337835701;
Colombia;NARTD;Absolute Transactions;Wholesalers;MAT Q4.24;0.13386894028192983;
Guatemala;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.2829325806324908;
Costa Rica;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.2454273799571871;
Honduras;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.5236356670327705;
Republica Dominicana;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.25373072527703433;
Peru;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.2164681174263037;
Ecuador;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.3343019040583464;
Colombia;NARTD;Absolute Transactions;Down The Trade;MAT Q4.25;0.16836209955293432;
Guatemala;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.2973455515985277;
Costa Rica;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.25240475215075786;
Honduras;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.4890859086132913;
Republica Dominicana;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.2817956321860345;
Peru;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.2057394248190931;
Ecuador;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.34815240543841064;
Colombia;NARTD;Absolute Transactions;Down The Trade;MAT Q4.24;0.1539541871542601;
Guatemala;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.23787365875068872;
Costa Rica;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.24600392161967027;
Honduras;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.28792942769355007;
Republica Dominicana;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.13395694381497147;
Peru;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.2146485381609963;
Ecuador;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.22206964513964117;
Colombia;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;0.1601471944073804;
Guatemala;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.25964496358568717;
Costa Rica;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.2446687447695285;
Honduras;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.2847970489471331;
Republica Dominicana;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.14945071215394456;
Peru;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.24584372022361856;
Ecuador;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.2074320622632045;
Colombia;NARTD;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;0.15648492343181247;
Guatemala;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.36686825894465525;
Costa Rica;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.30411807621360504;
Honduras;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.6242486522745219;
Republica Dominicana;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.19457593302471113;
Peru;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.2999265269462349;
Ecuador;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.40168673136695293;
Colombia;NARTD;Absolute Transactions;Traditional Store;MAT Q4.25;0.23405869351253067;
Guatemala;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.37103376512085207;
Costa Rica;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.3465859002730696;
Honduras;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.5827638992054426;
Republica Dominicana;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.3092256071560758;
Peru;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.2916837221613319;
Ecuador;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.4116583958514092;
Colombia;NARTD;Absolute Transactions;Traditional Store;MAT Q4.24;0.23206624254455357;
Guatemala;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.022394009904380334;
Costa Rica;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.17182577315559724;
Honduras;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.4766534899816149;
Republica Dominicana;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.09608186171899316;
Peru;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.006223623807513378;
Ecuador;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.08350173900261029;
Colombia;NARTD;Absolute Transactions;Bakery;MAT Q4.25;0.026118164603915663;
Guatemala;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.013801576247463324;
Costa Rica;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.1870409084559083;
Honduras;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.11746695120032596;
Republica Dominicana;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.1201145005342657;
Peru;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.00468342742835415;
Ecuador;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.06639937130529235;
Colombia;NARTD;Absolute Transactions;Bakery;MAT Q4.24;0.02551643887426125;
Guatemala;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.05459798359832205;
Costa Rica;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.11109987850571133;
Honduras;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.11147978811903113;
Republica Dominicana;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.03827058907990435;
Peru;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.1386373188859651;
Ecuador;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.04898194391087207;
Colombia;NARTD;Absolute Transactions;E-commerce;MAT Q4.25;0.024315521152832146;
Guatemala;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.06209692307089998;
Costa Rica;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.052932685866898685;
Honduras;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.23881349440067215;
Republica Dominicana;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.0639163597053171;
Peru;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.16703315415190703;
Ecuador;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.019832287663116958;
Colombia;NARTD;Absolute Transactions;E-commerce;MAT Q4.24;0.053704059686657105;
Guatemala;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.8262370955582209;
Costa Rica;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.041449573164499764;
Honduras;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.9480133434813262;
Republica Dominicana;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.4267271649047377;
Peru;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.138068842787955;
Ecuador;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.5807007686307026;
Colombia;NARTD;Absolute Transactions;Door To Door;MAT Q4.25;0.024351469337714624;
Guatemala;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.8872509577776648;
Costa Rica;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.004874350800698758;
Honduras;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.9274807274513651;
Republica Dominicana;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.14160614572405159;
Peru;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.1261532813802064;
Ecuador;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.5313989973725058;
Colombia;NARTD;Absolute Transactions;Door To Door;MAT Q4.24;0.022814848581130028;
Guatemala;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.008714562201916288;
Costa Rica;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.010969625250749085;
Honduras;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.030579133843696708;
Republica Dominicana;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.026173540500869594;
Peru;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.09336968398974312;
Ecuador;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.016730346412327672;
Colombia;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.25;0.010919990272876543;
Guatemala;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.006143501938186828;
Costa Rica;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.007378553260127799;
Honduras;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.014114683130581377;
Republica Dominicana;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.02122048985700001;
Peru;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.0873646524507616;
Ecuador;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.026108145974035483;
Colombia;NARTD;Absolute Transactions;Specialized Stores;MAT Q4.24;0.0066298091618670315;
Guatemala;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
Costa Rica;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
