Pais;Categoria;Subcategoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Ecuador;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;3780885;
Ecuador;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;64258080;
Ecuador;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;44685190;
Ecuador;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;13303860;
Ecuador;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;2434349;
Ecuador;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;4413103;
Peru;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1703777000;
Peru;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;99423350;
Peru;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;121514700;
Peru;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;54538970;
Peru;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;116502200;
Peru;NARTD;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1541767000;
Peru;NARTD;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;95414570;
Peru;NARTD;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;126387800;
Peru;NARTD;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;54944080;
Peru;NARTD;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;108519700;
Peru;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.24;1703777000;
Peru;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.24;61387220;
Peru;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.24;70529780;
Peru;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.24;19902230;
Peru;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.24;25338270;
Peru;TCCC;FMCG;Incidence vs FMCG;Traditional Trade;MAT Q4.25;1541767000;
Peru;TCCC;Colas;Incidence vs FMCG;Traditional Trade;MAT Q4.25;59551300;
Peru;TCCC;Sabores;Incidence vs FMCG;Traditional Trade;MAT Q4.25;72577660;
Peru;TCCC;RTDJ;Incidence vs FMCG;Traditional Trade;MAT Q4.25;20176790;
Peru;TCCC;Water;Incidence vs FMCG;Traditional Trade;MAT Q4.25;20657240;
